"","Time","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"1",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",0.0416666666666667,0.887447924803757,0.863489445224943,0.88891934319348,0.936551679522295,0.831954693493709,0.930529277308125,0.980261896639266,0.837297759209311,0.995831732801292,0.998531112353057,0.998115180597342,0.99511981464382,0.975983688340771,0.934794072170628,0.985935389812022,0.996152069484232
"3",0.125,0.787563819238496,0.756765449308094,0.789331487733991,0.80029113046567,0.700091430437804,0.790165861602462,0.813780579402471,0.717113982940356,0.816862313179548,0.890326927892723,0.84211890542999,0.856090570372643,0.857021509742192,0.822690985857328,0.939708565126305,0.989061834205711
"4",0.208333333333333,0.698921877033725,0.66747819398204,0.700600371457731,0.671259081901967,0.595467307174604,0.640753414172453,0.656711946157397,0.622858413671842,0.633326478963326,0.581386623757092,0.606927770313619,0.623862600163127,0.661802554710325,0.669415011410584,0.888643840833595,0.800296177041376
"5",0.291666666666667,0.620256769373526,0.591105198701744,0.621686980097879,0.563317444463886,0.511588632127811,0.5118151751417,0.536230983053744,0.546721638083383,0.501692811091032,0.469499987340998,0.466261833442938,0.450959418135446,0.476361982576959,0.514446243860006,0.42409812898918,0.512404141996271
"6",0.375,0.550445582826018,0.525005884036334,0.551567572455345,0.475556043883349,0.443683477794701,0.409655536885516,0.445852445151762,0.483997391438338,0.411132896275117,0.406750723864764,0.373162068319931,0.343179234427083,0.35506394131577,0.392621157941129,0.380107508359793,0.435794607859086
"7",0.458333333333333,0.488491790196345,0.467365824152108,0.489295146627243,0.404446064173148,0.388205255445238,0.331182211368927,0.377179722993299,0.431554180879441,0.347576673024617,0.359662184778473,0.308189201951956,0.275532129304834,0.278735359054403,0.310244320503327,0.341367673710563,0.389465213913736
"8",0.541666666666667,0.433511025493419,0.416832983267643,0.43401097659618,0.34655540839012,0.34248965090011,0.271240210549014,0.323956342143639,0.387186653158611,0.301503945478944,0.321473268527299,0.261826797513771,0.2310309261183,0.228772074677266,0.258578718440415,0.307627399725567,0.35756507482471
"9",0.625,0.384718459953683,0.372351123840672,0.384943109825154,0.299073793348981,0.304514686299869,0.225172889497245,0.281880174725675,0.349281523800892,0.267006956030829,0.290858277183375,0.227849574236804,0.200262035953392,0.194579702481405,0.226784704381346,0.278354904927259,0.332977965961101
"10",0.708333333333333,0.341417598919594,0.333069641348223,0.341400721381531,0.259809403993712,0.272730983804289,0.189370132832559,0.248009106020731,0.316625311526605,0.240414960711473,0.266454661004842,0.202288376477575,0.178032532742619,0.170211757067964,0.206642094910096,0.252956554211941,0.313143539189485
"11",0.791666666666667,0.302990339652675,0.29828905633837,0.302767212173214,0.227075367208038,0.245940380656596,0.161179476082672,0.220302192490823,0.28828531879833,0.219391493835756,0.24696171721391,0.182589923595006,0.161366193696726,0.15222681601516,0.193101832561136,0.230869254843836,0.296772828154569
