"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"3years",1.79186961762387,1.85748184918209,1.92986941021862,1.34953940209288,1.43317800004649,1.38405766614116,1.34535721155394,2.02447197023108,1.53559852192405,1.48768887529868,1.32514540671055,1.32290242248166,1.33163601618709,1.50588597981185,1.75786730135442,1.80050725319816
"6.5years",5.79764379754983,6.03984413456114,6.30555232534966,3.2749245981126,3.82019324008675,3.7016811560883,3.24002559405208,6.22020376514986,2.77946969069522,2.84355489034346,3.30489016639937,2.78220181003178,2.97116654111578,2.73946086956908,4.11677125411693,3.18899917058459
