"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"3years",4.18319045852882,3.86994680360506,4.19814367561054,3.52664698447353,2.53184052326062,3.6424543310262,2.99700436603565,3.13822877421922,2.28642515652575,3.00991784360965,2.21362230024846,2.38870866181625,2.68118527527508,2.42021110086551,2.8436449653688,2.61801504224316
"6.5years",7.56122402002026,7.1244169907459,7.58026430476829,6.72806935824851,3.58467066723055,6.83152172173192,5.57269864749752,5.22059655716919,2.54193540837262,4.67160350651858,3.21234506508571,3.41827234996102,3.88202132594597,4.95558441155135,5.01965386995109,3.48902242232338
