"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"3years",4.19460757951412,2.87520585058671,3.28958441526596,2.14616271941476,1.34876149636833,2.19101196609126,1.5811384287325,1.85638041350959,1.77267241026164,1.63591276070514,1.26033272191824,1.30449216271177,1.31857256389847,1.62752110793424,1.93420256561781,1.43216674759946
"6.5years",13.9369130028001,8.97947940501081,10.0563659096124,7.62670291086148,2.37693522304914,8.11082652789907,5.18726175535843,3.51830577624245,2.59066569902921,2.2219922287626,3.55570844696537,3.38947733076613,3.33728447005492,2.19103659075428,4.71690680935027,3.35536902248638
