"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"3years",0.0517459666420713,0.0387544859286276,0.0499879169379539,0.0109051490271356,0.00187757973880519,0.00411466512676326,0.0056570728423898,0.0178407663125859,0.00950133424672518,0.0124308009015228,0.00140256491610793,0.00288276470082944,0.00335377807155988,0.0121949736031681,0.0196594579387745,0.00553918730104568
"6.5years",-0.107012380109169,-0.0676526850112328,-0.0713085015553787,-0.0711132584158536,-0.0173620839812358,-0.0787611702736016,-0.0500436022181816,-0.023182590220039,-0.00940723222244145,-0.0134767125302385,-0.0362401482328386,-0.0334643295232173,-0.03267548327173,-0.0132206896382586,-0.0366050510460592,-0.0287912613721352
