"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"3years",0.00766364519499761,0.00854024922304569,0.00744092937922666,-0.0165719826720107,0.00334925946111756,-0.0466518860358323,-0.00768005797722656,0.0209072409172881,0.0136626667220464,0.033452735562913,-0.00880080597071815,-0.0181643876269328,-0.0231357185131242,0.0165095261599556,0.00803630559516986,0.0219464164729128
"6.5years",-0.0409739763616898,-0.0392788050308542,-0.0411264257822253,-0.0493999729504498,-0.0140280876759853,-0.0632989471211124,-0.0373147918615874,-0.0191779569900707,-0.000888427368152768,-0.0130165406742905,-0.0181464133589854,-0.0226258921725168,-0.0269714420281878,-0.0318816054584292,-0.0253444328273309,-0.00504055568296966
