"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"3years",132.049740580078,134.465757621763,137.721167332086,120.611265492285,120.920814203656,124.98017951196,120.445846014794,138.641831337999,123.060713358918,120.669507714859,120.048366843996,120.028094745131,120.090173903612,121.049788414621,129.193335070007,123.628493887046
"6.5years",157.989057539547,164.134763512596,170.752098303275,100.993755858414,110.823625295785,107.095671987666,100.397213545963,166.189712662026,72.8325125799119,90.5124556306218,103.204691159799,92.1592951707262,95.6823811583261,88.0161814427604,111.984902600088,95.096385614099
