"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"3years",398.831951750433,368.049178305924,400.313208341132,344.768970544255,276.040939139613,335.497543785971,316.610819203255,311.078261084717,275.886129113117,292.294060197856,277.499100293761,283.439685847614,295.889130042842,281.782401549627,363.395357546667,338.186545980701
"6.5years",217.767322876258,202.562500891958,218.487312969693,189.909784007768,130.899736959511,185.613125597559,167.457866070155,160.925982866821,129.296110835894,161.910437717237,132.85532162249,134.956448308444,141.271501236339,167.816599380717,183.150748592224,162.02933802449
