"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"6.5years",7.16569040282566,4.11337268722084,4.86334039696465,2.95305110778643,1.19112952591562,3.0432370081094,1.69268679500319,1.85744396917082,1.36798622456901,1.2534717917349,1.2056154144281,1.22725699844215,1.35170906753064,1.25200147932135,1.33557889567436,0.999216843831274
