"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"6.5years",11.1081057149498,6.54632598879988,7.72942348324402,5.42374332172522,2.46644626704505,5.55466218733189,3.27717514634178,2.98939576788898,4.12827766231068,2.14178817985376,1.4829338322926,1.4724288850965,1.47407375543428,2.11452420422435,2.68677196979703,1.58173619782679
