"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"6.5years",6.02696145062595,4.16733233172047,4.8657025850309,2.74236426248524,2.03118372275139,2.70908255344372,2.31112398822254,2.34718175619696,1.99850663028823,1.93510148161692,1.6894677220367,1.68214078351037,1.69715654507362,1.96068034152731,2.09657122598683,2.1099273224796
