"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"6.5years",0.0340658842787793,0.0252589043018275,0.0314142033962943,0.00915089828851058,0.00593073101909939,-0.00175028826480815,0.00920293515486841,0.010329819944609,0.00613641236769364,0.00495562757805908,0.00108996083725477,0.00109871234603859,0.00158783293224635,0.00488730515986589,0.0073225614371687,0.00762628282054205
