"","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"6.5years",-0.0071715628075482,-0.0038963851018595,-0.000881603000032009,-0.0307518276411192,-0.00189150850340468,-0.0532443689314721,-0.0147548007113428,0.0117182503981968,-0.0131158517124044,0.0239745436127393,-0.00735939613046711,-0.013728899146313,-0.0162927064399724,0.0222123757959652,-0.0123831456029206,0.0175809644831131
