"","","2019","2019","2019","2015","2015","2015","2010","2010","2010","2005","2005","2005","2000","2000","2000"
"Indicator","Age Group"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"ndx - number of people dying between ages x and x+n"," 50-54 years","2222.321194","2599.062987","1827.624675","2313.633228","2752.859393","1857.301982","2308.964156","2801.555895","1808.212038","2406.639621","2992.538686","1813.209579","2363.354698","2924.97161","1805.116373"
"ndx - number of people dying between ages x and x+n"," 55-59 years","3507.843249","4152.446331","2841.043795","3335.966723","4027.848337","2632.990293","3209.919778","3974.662722","2444.144329","3325.508656","4075.88133","2579.908448","3584.686963","4383.719437","2809.561215"
"ndx - number of people dying between ages x and x+n"," 60-64 years","4616.262157","5567.847373","3655.356209","4512.363185","5479.373746","3546.28876","4438.753771","5355.901639","3534.505848","4905.722107","5875.401439","3965.68653","5228.076231","6109.865445","4333.441657"
"ndx - number of people dying between ages x and x+n"," 65-69 years","6000.638959","7028.380586","4981.483387","6067.664983","7126.838136","5025.107895","6293.83958","7379.791583","5252.690908","6653.148303","7552.603389","5740.403921","7562.176352","8788.498294","6386.634213"
"ndx - number of people dying between ages x and x+n"," 70-74 years","8582.988569","9865.462925","7327.40777","8537.042332","9670.439272","7456.757781","8548.010822","9458.906878","7636.56177","9480.578276","10648.6852","8384.828433","10298.56755","11790.97848","8942.379892"
"ndx - number of people dying between ages x and x+n"," 75-79 years","11249.54424","11951.55177","10598.18999","11385.60497","12051.53322","10720.71376","11931.12566","12899.38796","11075.00624","12595.63535","13648.48237","11718.45522","13255.37888","14380.41499","12339.66194"
"ndx - number of people dying between ages x and x+n"," 80-84 years","14582.78882","14476.33543","14703.46579","15191.99422","15460.10004","15052.30273","15167.05648","15622.58512","14944.51574","16166.88943","16321.97829","16259.28403","15724.91407","15767.65897","15916.80406"
"ndx - number of people dying between ages x and x+n"," 85+ years","43163.49315","36733.22304","49596.22913","42761.39241","36054.94362","49349.28586","42369.34909","35331.70777","49063.92241","38064.05375","30776.45898","44907.28025","35566.16338","27694.80282","42855.50426"
"nLx - person-years lived between ages x and x+n"," &lt;1 year","99505.61744","99462.93005","99550.27368","99442.06333","99395.19752","99491.16293","99475.56708","99428.726","99524.62661","99413.14171","99354.33047","99474.79693","99325.85437","99259.70797","99394.87553"
"nLx - person-years lived between ages x and x+n"," 1-4 years","397586.0398","397373.0791","397808.8313","397285.4479","397048.0724","397534.128","397419.7753","397183.68","397667.0621","397095.3965","396795.9135","397409.3147","396703.9431","396377.5174","397044.7149"
