"","hazKM","Time","AtRisk","Events","hazLT","lnTime","MyId","EventsL","surv","timedelta","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"1",0.0192307692307692,0.0416666666666667,312,6,0.0194174757281553,-3.17805383034795,1,0,0.980769230769231,0.0833333333333333,0.119405435631543,0.146773604718582,0.117748775150616,0.0655505749341772,0.183977294579098,0.0720017393344975,0.0199355015515215,0.177575525985399,0.00417697864060065,0.0014699675200068,0.00188659790987587,0.00489213234559891,0.0243094054743079,0.0674290176184261,0.0390325136337606,0.00129543564626446
"2",0.06,0.125,300,18,0.0618556701030928,-2.07944154167984,2,6,0.921923076923077,0.0833333333333333,0.119405435631543,0.131928311230713,0.11882013467331,0.15722912949825,0.172567042977871,0.16351066482776,0.186129006239113,0.154944953009019,0.198107747003873,0.114696581475897,0.169947458949892,0.150486969581814,0.12998285634265,0.127745604028568,0.0543610930896301,0.0298940077774231
"3",0.489130434782609,0.208333333333333,276,135,0.647482014388489,-1.56861591791385,3,18,0.470982441471572,0.0833333333333333,0.119405435631543,0.125546641483755,0.11924872819552,0.175820398982831,0.161864453927619,0.209598181189656,0.21444528696558,0.140915572403206,0.254484499599293,0.426172749079868,0.327511432684274,0.316446024977396,0.25849576143984,0.206176443636689,0.435029756871259,0.784268197792766
"4",0.109090909090909,0.291666666666667,137.5,15,0.115384615384615,-1.23214368129263,4,135,0.419602538765582,0.0833333333333333,0.119405435631543,0.121512718795937,0.119500922326063,0.175311861809334,0.151825638274662,0.224681119813231,0.202680477449357,0.130379443020339,0.232998051449825,0.213747709220779,0.263662438763665,0.324552798584587,0.328789222904239,0.263313146176481,0.109754529760099,0.241099652637226
"5",0.165289256198347,0.375,121,20,0.18018018018018,-0.980829253011726,5,15,0.350246747234081,0.0833333333333333,0.119405435631543,0.118584532536076,0.119672362597593,0.169358575660939,0.14240942886581,0.222646921183525,0.184576949963183,0.121860267452276,0.199071491456946,0.143467745957381,0.222734525880954,0.273124493458075,0.293880143182242,0.270245895279639,0.108823363938027,0.169229403171944
"6",0.191919191919192,0.458333333333333,99,19,0.212290502793296,-0.780158557549575,6,20,0.283027674532591,0.0833333333333333,0.119405435631543,0.116297169844035,0.11979847680553,0.161966349986341,0.133577211730193,0.212647941199658,0.167266264144569,0.114686450439768,0.167931228367116,0.123035310443423,0.191298938368226,0.21954861644536,0.242035091815589,0.235485054519129,0.105939838402063,0.126898247273039
"7",0.0509554140127389,0.541666666666667,78.5,4,0.0522875816993464,-0.613104472886409,7,19,0.26860588219972,0.0833333333333333,0.119405435631543,0.114426678545555,0.119896053756662,0.154475673490558,0.125292767731172,0.19966389737229,0.152113032425855,0.108486182012032,0.142202180217216,0.112250821168762,0.163030679464405,0.176152662728546,0.197536597002209,0.182159950052573,0.10209779076486,0.104887667187028
"8",0.108108108108108,0.625,74,8,0.114285714285714,-0.470003629245736,8,4,0.239567408448399,0.0833333333333333,0.119405435631543,0.112848331438048,0.119974268795545,0.147352371180991,0.117522124038985,0.186136309157985,0.139126691925966,0.103028629176466,0.121508391636459,0.100078265565685,0.138997557864487,0.142924892082341,0.161884340304626,0.131199039090639,0.0978507786543451,0.0921937298604529
"9",0.0916030534351145,0.708333333333333,65.5,6,0.096,-0.344840486291729,9,8,0.217622302330988,0.0833333333333333,0.119405435631543,0.11148568909644,0.120038633313433,0.140742042806844,0.110233414815038,0.173165030184395,0.128016605000563,0.0981591632645892,0.104908277309281,0.0876320269793394,0.118991363431622,0.117660386969449,0.133798568807798,0.0930128418739146,0.0935093243599317,0.0821771198762297
"10",0.0677966101694915,0.791666666666667,59,4,0.0701754385964912,-0.233614851181505,10,6,0.202868247935667,0.0833333333333333,0.119405435631543,0.110288597209029,0.120092689790312,0.134666324122639,0.103396750536549,0.16118497233884,0.118465257261593,0.0937684122208573,0.0915086563315959,0.0759707679921735,0.102451501967323,0.0982900245620047,0.111671672476256,0.0677706070984328,0.089245488942416,0.0741029938796698
"11",0,0.875,54.5,0,0,-0.133531392624523,11,4,0.202868247935667,0.0833333333333333,0.119405435631543,0.109222416486518,0.12013883459248,0.129098970449951,0.0969840954256534,0.150314746433087,0.110195640725565,0.0897757809425777,0.08058908282144,0.0657478582307431,0.0887831025292034,0.083244068803424,0.0941299227730475,0.0510628952825248,0.085151118825385,0.0674814907497208
"12",0.130841121495327,0.958333333333333,53.5,7,0.14,-0.0425596144187959,12,0,0.176324738859972,0.0833333333333333,0.119405435631543,0.108262246516178,0.120178755038891,0.123997076053654,0.0909691524803523,0.140529573427902,0.102981198043729,0.086119949132077,0.0715967842610748,0.0572847312003095,0.0774574882410889,0.071393194217698,0.0801056785034736,0.039793712677456,0.0812712408043641,0.0619706346288729
"13",0.0434782608695652,1.04166666666667,46,2,0.0444444444444444,0.0408219945202552,13,7,0.16865844586606,0.0833333333333333,0.119405435631543,0.107389603315064,0.120213678198738,0.119314200029207,0.085327255635821,0.131745406003182,0.0966403856667127,0.0827530469581156,0.0641138339420416,0.05059732184539,0.0680342373094463,0.0619326597662759,0.068793160703674,0.0320571546670997,0.0776235789433417,0.0573253594958379
"14",0,1.125,43.5,0,0,0.117783035656383,14,2,0.16865844586606,0.0833333333333333,0.119405435631543,0.106590399176777,0.1202445205178,0.115005791591643,0.0800352686138662,0.123859092746456,0.09102830081183,0.0796369073645783,0.0578244386819384,0.0453453246365117,0.0601563130967249,0.0542856622656354,0.0595881224102033,0.0266692106375494,0.0742101130951203,0.0533659880215033
"15",0.0232558139534884,1.20833333333333,43,1,0.0235294117647059,0.189241999638528,15,0,0.164736156427315,0.0833333333333333,0.119405435631543,0.10585365759629,0.120271981925338,0.111031229177026,0.0750714900457268,0.116766923764825,0.0860289275039792,0.0767405572622556,0.0524886221059343,0.0412103606741448,0.0535374854250848,0.0480339320985747,0.052036090283867,0.0228842399364158,0.0710239835427588,0.0499581192210089
"16",0.142857142857143,1.29166666666667,42,6,0.153846153846154,0.255933374137201,16,1,0.141202419794841,0.0833333333333333,0.119405435631543,0.105170664542772,0.120296607269382,0.107354356230361,0.0704155644791483,0.110372593891174,0.0815488001898325,0.074038481891264,0.0479224704240151,0.0379560857368803,0.0479490369821042,0.042870002770762,0.0457928150426892,0.020225846565755,0.0680536321043981,0.0469994287860589
"17",0,1.375,36,0,0,0.318453731118535,17,6,0.141202419794841,0.0833333333333333,0.119405435631543,0.104534389871073,0.12031882770748,0.103943364614454,0.0660483989047895,0.10459004243032,0.0775120535864968,0.0715093902259937,0.0439836722103347,0.0354058624869251,0.0432080485758667,0.038564688858636,0.0405952389259764,0.0183858833223823,0.065285282129714,0.0444107839013436
