"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78"
"1",0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813,0.0316068780390813
"2",0.0297967503094397,0.0304559941290649,0.0307674732650629,0.0309743774929459,0.0311298235128609,0.0312545047183369,0.0313586799810693,0.0314481940277245,0.0315266969405828,0.0315966226141527,0.0316596759472037,0.0317170980121308,0.0317698205772615,0.0318185611618916,0.0318638841448629,0.0319062415151274,0.0319460009002036,0.0319834653618004,0.0320188877014149,0.0320524810081759,0.0320844265750676,0.0321148799344759,0.0321439755252318,0.032171830347587,0.0321985468587012,0.0322242152905854,0.0322489155235199,0.0322727186135318,0.0322956880479028,0.0323178807848566,0.0323393481204898,0.032360136416308,0.0323802877134408,0.032399840254089,0.032418828926536,0.032437285646792,0.0324552396874074,0.0324727179619984,0.0324897452724612,0.032506344524598,0.0325225369168819,0.0325383421062809,0.0325537783544075,0.0325688626567345,0.0325836108571772,0.0325980377499895,0.0326121571706227,0.0326259820769531,0.0326395246220779,0.0326527962197096,0.0326658076030549,0.0326785688779404,0.03269108957085,0.032703378672446,0.0327154446770749,0.0327272956186953,0.0327389391036095,0.032750382340334,0.0327616321669048,0.0327726950758771,0.0327835772372491,0.0327942845195138,0.0328048225090195,0.0328151965277995,0.0328254116500135,0.0328354727171295,0.0328453843519596,0.0328551509716523,0.0328647767997329,0.0328742658772748,0.032883622073276,0.0328928490943071,0.0329019504934922,0.0329109296788771,0.0329197899212337,0.0329285343613466,0.0329371660168215,0.0329456877884541
"3",0.0267068404765551,0.0287146974276375,0.029631287146221,0.0302170573866853,0.0306409644612475,0.030969073499894,0.0312341032980484,0.0314546287407275,0.0316421909926877,0.0318044385916968,0.0319466924441848,0.0320727972664891,0.0321856171480085,0.0322873398451514,0.0323796719536441,0.0324639687084506,0.0325413229902921,0.0326126279804202,0.0326786222788949,0.0327399230471514,0.0327970507846851,0.032850448143075,0.0329004944134601,0.0329475168238317,0.0329917994497019,0.0330335903156815,0.0330731071092179,0.033110541817915,0.033146064523527,0.0331798265290762,0.0332119629540769,0.0332425949021299,0.0332718312821573,0.0332997703471506,0.0333265010010369,0.0333521039140398,0.0333766524789835,0.0334002136347768,0.0334228485784288,0.0334446133830652,0.0334655595363201,0.0334857344109921,0.0335051816778421,0.0335239416687807,0.0335420516973623,0.0335595463424082,0.0335764576996822,0.0335928156057968,0.0336086478379077,0.0336239802922383,0.0336388371440399,0.0336532409912338,0.0336672129836665,0.0336807729396559,0.0336939394512803,0.0337067299796742,0.0337191609414353,0.0337312477871057,0.0337430050725743,0.0337544465241424,0.0337655850979082,0.0337764330340454,0.0337870019064895,0.0337973026684821,0.0338073456943758,0.0338171408180578,0.0338266973683098,0.0338360242013889,0.0338451297310847,0.0338540219564784,0.0338627084876112,0.0338711965692431,0.0338794931028686,0.0338876046671385,0.033895537536822,0.0339032977004302,0.0339108908766122,0.0339183225294223
"4",0.0117470446708154,0.02928248896389,0.0361997778961838,0.0389738078877083,0.0399249068900957,0.0399918312290943,0.0396057574007511,0.0389832591052835,0.0382401554679056,0.0374411277947752,0.0366233221204364,0.0358083693588832,0.0350088476989535,0.0342319121673893,0.0334814069618073,0.0327591310120674,0.0320656143241064,0.0314006032926269,0.0307633685320873,0.0301529021712014,0.0295680450725145,0.0290075689669444,0.0284702292315307,0.0279547983734098,0.0274600867505814,0.0269849548195609,0.0265283197572669,0.0260891583628585,0.0256665075233235,0.0252594631115524,0.0248671779061237,0.0244888589323462,0.0241237644945792,0.0237712010809706,0.0234305202605622,0.02310111565051,0.0227824200020782,0.0224739024340606,0.0221750658286119,0.0218854443952129,0.0216046014023261,0.0213321270722826,0.0210676366324351,0.0208107685141437,0.0205611826904178,0.0203185591427775,0.0200825964479726,0.0198530104754765,0.019629533187094,0.0194119115305126,0.0191999064191579,0.0189932917912588,0.0187918537415609,0.0185953897196476,0.0184037077893178,0.0182166259439344,0.0180339714730884,0.017855580376324,0.0176812968200387,0.0175109726340091,0.017344466844308,0.0171816452396554,0.0170223799685084,0.0168665491644308,0.0167140365974937,0.0165647313496569,0.0164185275122567,0.0162753239038855,0.0161350238070976,0.0159975347225058,0.0158627681389564,0.0157306393185792,0.0156010670956091,0.0154739736879681,0.0153492845206776,0.0152269280602475,0.0151068356592585,0.0149889414104137
"5",0.0360707302523351,0.0357175292405593,0.035367786738047,0.0350214688794187,0.0346785421309012,0.0343389732870808,0.0340027294676879,0.0336697781144131,0.0333400869877549,0.0330136241638977,0.0326903580316209,0.0323702572892376,0.032053290941564,0.0317394282969182,0.031428638964148,0.0311208928496885,0.030816160154648,0.0305144113719223,0.0302156172833384,0.0299197489568241,0.0296267777436078,0.0293366752754433,0.0290494134618637,0.0287649644874613,0.0284833008091939,0.028204395153718,0.0279282205147482,0.0276547501504417,0.0273839575808094,0.0271158165851516,0.0268503011995189,0.0265873857141985,0.0263270446712245,0.0260692528619128,0.0258139853244204,0.0255612173413281,0.0253109244372471,0.0250630823764494,0.0248176671605208,0.024574655026037,0.0243340224422629,0.0240957461088741,0.0238598029537007,0.0236261701304929,0.0233948250167095,0.0231657452113268,0.0229389085326696,0.0227142930162635,0.0224918769127083,0.0222716386855715,0.0220535570093033,0.0218376107671715,0.021623779049217,0.0214120411502288,0.0212023765677393,0.0209947650000392,0.0207891863442112,0.0205856206941841,0.0203840483388047,0.0201844497599296,0.0199868056305352,0.019791096812846,0.0195973043564818,0.0194054094966227,0.019215393652192,0.019027238424057,0.0188409255932476,0.0186564371191919,0.0184737551379696,0.0182928619605822,0.01811374007124,0.0179363721256662,0.0177607409494173,0.0175868295362206,0.0174146210463268,0.0172440988048799,0.0170752463003024,0.0169080471826966
"6",0.0208014268622139,0.0281969657230946,0.0318837494433706,0.0341186996900849,0.035526712638576,0.036394801502072,0.036885684449236,0.0371029140097466,0.037117216575393,0.036979173110727,0.0367261066625808,0.0363861685039304,0.0359809290133411,0.0355271063055759,0.0350377659759289,0.034523179855295,0.0339914558419408,0.0334490088973911,0.0329009188282796,0.032351205569029,0.0318030432403669,0.0312589280776296,0.0307208111566188,0.0301902039654198,0.0296682628370863,0.0291558567948653,0.0286536222916141,0.0281620075315568,0.0276813084668597,0.0272116981095875,0.0267532504535041,0.0263059600329389,0.0258697579380581,0.0254445249431075,0.0250301022759833,0.024626300455958,0.0242329065455916,0.0238496900982719,0.0234764080309853,0.0231128086101469,0.0227586347045419,0.022413626432026,0.0220775233043314,0.0217500659561254,0.0214309975295727,0.0211200647734332,0.0208170189056759,0.0205216162803081,0.0202336188922763,0.0199527947486327,0.0196789181294669,0.0194117697582038,0.0191511368976237,0.018896813385261,0.0186485996195789,0.0184063025064396,0.0181697353738109,0.0179387178613333,0.0177130757902683,0.0174926410184182,0.0172772512838379,0.0170667500404988,0.0168609862885232,0.0166598144011449,0.0164630939501647,0.0162706895313477,0.0160824705909332,0.0158983112542027,0.0157180901568568,0.0155416902797955,0.0153689987877562,0.015199906872158,0.0150343095984031,0.0148721057578102,0.0147131977242911,0.0145574913158276,0.0144048956607637,0.0142553230688909
"7",0.0115575418810301,0.0292908682804029,0.0363037807792535,0.0391049217469439,0.0400548051186055,0.0401090882110433,0.0397061479966808,0.0390657429826023,0.0383051177677623,0.0374895692215401,0.0366564737109968,0.0358275070246226,0.0350152043710429,0.0342266388429884,0.0334655585269296,0.0327336645340392,0.0320313934104196,0.0313584051433715,0.0307138919219509,0.0300967754436512,0.0295058337009919,0.0289397824855765,0.0283973274723874,0.0278771970197659,0.0273781622495038,0.026899048710585,0.02643874248033,0.025996192605999,0.0255704111661187,0.0251604718146646,0.0247655073935851,0.024384707004165,0.024017312805659,0.0236626167164686,0.0233199571323914,0.0229887157380262,0.02266831445774,0.0223582125693316,0.0220579039936466,0.0217669147685976,0.0214848006984321,0.0212111451761901,0.0209455571733304,0.0206876693805247,0.020437136496579,0.0201936336512329,0.0199568549503555,0.0197265121407135,0.0195023333761239,0.019284062083606,0.0190714559173157,0.0188642857954563,0.0186623350111837,0.0184653984121609,0.0182732816435004,0.0180858004484181,0.0179027800202537,0.0177240544046315,0.0175494659450541,0.017378864768507,0.0172121083102307,0.0170490608702738,0.0168895932039329,0.0167335821395858,0.0165809102235503,0.0164314653894409,0.0162851406511983,0.0161418338143007,0.0160014472095752,0.0158638874418248,0.015729065157199,0.0155968948236726,0.015467294527216,0.0153401857802694,0.0152154933422103,0.0150931450508624,0.0149730716656656,0.0148552067182142
"8",0.0127190451629211,0.0293947564236612,0.0314208938055916,0.0320028571905068,0.0322454153622867,0.0323688861029763,0.0324401104768788,0.0324848758149297,0.0325148269846666,0.0325358442546167,0.0325511562372968,0.0325626550097716,0.0325715088574273,0.032578470728122,0.0325840435709271,0.0325885736976011,0.0325923058666598,0.032595417026812,0.0325980376701645,0.0326002657340722,0.0326021758814224,0.0326038258352183,0.0326052607894608,0.0326065165360848,0.0326076217179473,0.0326085994762572,0.0326094686715519,0.0326102447998647,0.032610940688041,0.0326115670270126,0.0326121327847943,0.0326126455292337,0.0326131116823671,0.0326135367224583,0.0326139253456648,0.0326142815962951,0.0326146089724425,0.0326149105121741,0.032615188864261,0.0326154463465393,0.0326156849943131,0.0326159066006949,0.0326161127503832,0.0326163048480693,0.0326164841424273,0.0326166517464553,0.0326168086547887,0.0326169557584898,0.0326170938577252,0.0326172236726696,0.032617345852913,0.0326174609856027,0.0326175696025098,0.0326176721861803,0.0326177691753034,0.0326178609694093,0.0326179479329897,0.032618030399122,0.0326181086726627,0.0326181830330691,0.0326182537368968,0.0326183210200154,0.0326183850995785,0.0326184461757776,0.0326185044334075,0.0326185600432662,0.0326186131634074,0.0326186639402651,0.0326187125096641,0.0326187589977288,0.0326188035217027,0.032618846190689,0.0326188871063188,0.0326189263633573,0.032618964050253,0.0326190002496359,0.0326190350387713,0.0326190684899722
"9",0.0241482473879131,0.0280630493435786,0.0300836998504529,0.0314798453622036,0.0325454276936454,0.0333965426148105,0.0340898837484931,0.0346563419147292,0.035113738595915,0.0354725834376642,0.0357390190025414,0.0359164755552654,0.036006675396194,0.036010284190478,0.0359273588753226,0.0357576720505071,0.0355009575411046,0.0351571029545686,0.034726304438534,0.0342091926231103,0.0336069349643962,0.032921317376548,0.0321548065924295,0.0313105938141711,0.0303926197223411,0.0294055806959079,0.0283549160854961,0.0272467765329573,0.0260879736064523,0.0248859113933568,0.0236485011367371,0.0223840604882582,0.021101199453578,0.0198086955968032,0.018515361519104,0.0172299080041888,0.0159608065029707,0.014716154787833,0.0135035496250425,0.0123299701805058,0.0112016755857194,0.0101241196529214,0.00910188515574105,0.00813863940747236,0.00723711210443476,0.00639909559351202,0.00562546691111394,0.00491623016650624,0.00427057714472141,0.00368696341743639,0.0031631968016272,0.00269653471408725,0.00228378684382236,0.00192141960262467,0.0016056590059027,0.00133258896181498,0.00109824238097417,0.000898683030980151,0.000730076617120135,0.000588750140153461,0.000471239133802164,0.000374322891994428,0.000295048237955614,0.000230742748918389,0.000179018622943035,0.000137768555730193,0.000105155088609145,7.95949020141529e-05,5.97394731782511e-05,4.44534062367077e-05,3.27915922683682e-05,2.39761807785599e-05,1.73741564935605e-05,1.24761280988272e-05,8.87675848479879e-06,6.25710646652009e-06,4.36901262799251e-06,3.021549397903e-06
"10",0.0122937596591555,0.0245809185943218,0.0409162673281697,0.0495525144983211,0.042850799289016,0.033501883312776,0.0296016637982023,0.0296859781237934,0.0319388403197953,0.0348413535006478,0.036778467085181,0.0374595266349433,0.037166822267366,0.0362667390664434,0.0351361795548921,0.0340759300884326,0.0331328393363097,0.0322826121727521,0.0315034598337132,0.030775663063677,0.0300829948512491,0.029419691656884,0.0287833801681185,0.0281718473031689,0.0275830256569168,0.02701498225359,0.0264659084866072,0.0259341111346831,0.0254180043543054,0.0249161025583628,0.02442701409916,0.0239494356814468,0.0234821474375156,0.0230240998019267,0.0225748838314665,0.0221343327331332,0.0217022832522331,0.021278575058138,0.0208630506979295,0.0204555555505291,0.0200559377813238,0.0196640482972904,0.0192797407026236,0.0189028712548732,0.0185332988215924,0.0181708848375015,0.0178154932621687,0.0174669905382104,0.0171252455500124,0.0167901295829728,0.0164615162832676,0.0161392816181394,0.0158233038367078,0.0155134634313025,0.0152096430993175,0.0149117277055847,0.0146196042452666,0.0143331618072648,0.0140522915381436,0.0137768866065653,0.0135068421682355,0.0132420553313543,0.0129824251225726,0.0127278524534469,0.0124782400873933,0.0122334926071333,0.0119935163826302,0.0117582195395115,0.011527511927972,0.0113013050921563,0.011079512240013,0.0108620482136191,0.0106488294599684,0.0104397740022198,0.0102348014114016,0.0100338327785652,0.00983679068738601,0.00964359918720396
