"","hazKM","Time","AtRisk","Events","hazLT","lnTime","MyId","EventsL","surv","timedelta","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"1",0.00318471337579618,0.0416666666666667,314,1,0.00318979266347687,-3.17805383034795,1,0,0.996815286624204,0.0833333333333333,0.0107605885407249,0.0390891078488083,0.0370778653787514,0.0282540106785436,0.0286936479072018,0.0358688292019491,0.00261865723251917,0.0378900975093055,0.00360124903607072,0.0185512515688262,0.0118506147278626,0.0112330738652062,0.00722701113292409,0.0207731594016298,0.000480852485820701,0.0096543727447375
"2",0.0416,0.125,312.5,13,0.042483660130719,-2.07944154167984,2,1,0.955347770700637,0.0833333333333333,0.0107605885407249,0.0261196236830187,0.0241580707214375,0.027376005664043,0.0275870943903445,0.0271790577318668,0.0309939323323179,0.032091256722079,0.0329145844317659,0.0210447306197027,0.0224071378415918,0.0226237321900928,0.025294122390327,0.0225248087416444,0.0370538242461422,0.0249779304161658
"3",0.0234113712374582,0.208333333333333,299,7,0.0236886632825719,-1.56861591791385,3,13,0.932981769379886,0.0833333333333333,0.0107605885407249,0.0216548529967251,0.0199133065565022,0.0249768118896578,0.0265232144537037,0.0236285259068287,0.0367655832237672,0.0286154338218365,0.034558328197984,0.0237009108991281,0.0274925872924773,0.0282519478335504,0.032261112978848,0.0243007510120337,0.0301399241769803,0.0299803511649544
"4",0.0240137221269297,0.291666666666667,291.5,7,0.0243055555555556,-1.23214368129263,4,7,0.910577404420506,0.0833333333333333,0.0107605885407249,0.01913950669431,0.0175828884753673,0.0229427970273362,0.0255003624159627,0.0214217896873067,0.0349542294908693,0.0260656948962775,0.0324338275757198,0.0262312574529544,0.0296749772602082,0.0305769522956321,0.033629531019696,0.0258977553349943,0.0278750452521121,0.0309755984682535
"5",0.0282186948853616,0.375,283.5,8,0.0286225402504472,-0.980829253011726,5,7,0.88488209847566,0.0833333333333333,0.0107605885407249,0.0174533208581099,0.0160497552820701,0.0212762311625241,0.0245169560605291,0.019833232727461,0.0318088193681794,0.0240425945479104,0.0299730488326965,0.0282414587506808,0.0302173733530902,0.031007669413883,0.0327090545437332,0.027068594459902,0.0268232925573763,0.0303708264167048
"6",0.0327868852459016,0.458333333333333,274.5,9,0.0333333333333333,-0.780158557549575,6,8,0.855869570656786,0.0833333333333333,0.0107605885407249,0.0162142414380162,0.0149399869663215,0.0198930628894086,0.023571474188055,0.0185985595786165,0.0287397381918209,0.0223660949444373,0.0276946541332909,0.0292809328175417,0.0297975725793888,0.0303557509985415,0.0308960081784506,0.0275502942354236,0.0259775352151151,0.0291089322037012
"7",0.0226415094339623,0.541666666666667,265,6,0.0229007633587786,-0.613104472886409,7,9,0.836491391698519,0.0833333333333333,0.0107605885407249,0.0152501027412931,0.014087372619447,0.0187249684826522,0.0226624542633436,0.0175925308542427,0.0260387234700338,0.020937377422401,0.0256691297146374,0.0291120872863875,0.0288080902232431,0.0291015610723228,0.0287894163683149,0.0272218742676181,0.0251032955098148,0.0275971633547964
"8",0.0270793036750484,0.625,258.5,7,0.0274509803921569,-0.470003629245736,8,6,0.813839787281151,0.0833333333333333,0.0107605885407249,0.0144699288961334,0.0134050447127537,0.0177226698002684,0.0217884901530004,0.0167461406825103,0.0237230873885901,0.0196955890773243,0.0238795728700329,0.0279548199865814,0.0274874149390491,0.0275334711415614,0.0266530231355312,0.0262407541946314,0.0241659435311989,0.0260231144501557
"9",0.0199203187250996,0.708333333333333,251,5,0.0201207243460765,-0.344840486291729,9,7,0.797627839327343,0.0833333333333333,0.0107605885407249,0.013820342464992,0.012842508193276,0.016850793595511,0.0209482299503316,0.0160174033108669,0.0217454317885304,0.018600281337927,0.0222938390073696,0.0261453349533534,0.0259850725295743,0.0258255558800204,0.0246022634503308,0.0248215760544174,0.0231812009464421,0.0244757453075215
"10",0.0284552845528455,0.791666666666667,246,7,0.0288659793814433,-0.233614851181505,10,5,0.774931112192012,0.0833333333333333,0.0107605885407249,0.0132676031098401,0.0123681022620649,0.0160835121922074,0.0201403738841235,0.0153789048642985,0.0200497939190985,0.0176230560639648,0.0208809808106706,0.0240184805154258,0.0243966773078709,0.0240825824419042,0.0226841290688345,0.0231742936930635,0.022173339519544,0.0229967241061116
"11",0.0251046025104603,0.875,239,6,0.0254237288135593,-0.133531392624523,11,7,0.755476774647443,0.0833333333333333,0.0107605885407249,0.0127891563621152,0.0119608145144981,0.015401566831004,0.0193636723080683,0.014811772997291,0.018586254924159,0.0167431360688894,0.019614628229522,0.0218565872725073,0.0227839891013465,0.0223667376457648,0.020913234635477,0.0214804620473128,0.0211637862781912,0.0216040126989124
"12",0.0343347639484979,0.958333333333333,233,8,0.0349344978165939,-0.0425596144187959,12,6,0.72953765792135,0.0833333333333333,0.0107605885407249,0.0123692531023043,0.0116060677770451,0.0147902999329356,0.0186169237677272,0.0143024689065967,0.0173136232431374,0.015944821749837,0.0184730642587604,0.0198697663623807,0.021186929118271,0.0207138176431708,0.0192888626645245,0.019883153122948,0.0201688134285969,0.0203033815786551
"13",0.00444444444444444,1.04166666666667,225,1,0.0044543429844098,0.0408219945202552,13,8,0.726295268330589,0.0833333333333333,0.0107605885407249,0.0119965045025725,0.0112933832045623,0.0142383451406702,0.0178989731420394,0.0138409539599505,0.0161987716465906,0.0152159385143534,0.0174385366921746,0.0181794607990407,0.0196698443747544,0.0191752659455091,0.0178272263964718,0.018473272157218,0.0191998757704582,0.0190942975064841
